id,Order Reference,Delivery Date,Product,Customer,Quantity,Unit Price,Description,Product Category,Weight,Salesperson,Type of Payment,Invoice Status,Order Status,Delivery Quantity,Barcode SKU,Subtotal,Variant SKU,Spatio Description
,SO 01315,2/28/2025 10:00,"Soy Candle (RBTC, 2oz, WTE)",Styles Asia Home,1,189,"Soy Candle (RBTC, 2oz, WTE)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,1,,189,,
,SO 01314,1/31/2025 10:00,"Rmspy (TSCBP, 300ml, SHL)",Styles Asia Home,1,459,"Rmspy (TSCBP, 300ml, SHL)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,1,,459,,
,SO 01314,1/31/2025 10:00,"Rmspy (TSCBP, 300ml, WTE)",Styles Asia Home,1,459,"Rmspy (TSCBP, 300ml, WTE)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,1,,459,,
,SO 01314,1/31/2025 10:00,"Rmspy (TSCBP, 300ml, SPC)",Styles Asia Home,1,459,"Rmspy (TSCBP, 300ml, SPC)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,1,,459,,
,SO 01314,1/31/2025 10:00,"Soy Candle (RBTC, 2oz, LAV)",Styles Asia Home,1,189,"Soy Candle (RBTC, 2oz, LAV)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,1,,189,,
,SO 01314,1/31/2025 10:00,"Soy Candle (RBTC, 2oz, WTE)",Styles Asia Home,1,189,"Soy Candle (RBTC, 2oz, WTE)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,1,,189,,
,SO 01314,1/31/2025 10:00,"Soy Candle (RBTC, 2oz, BAL)",Styles Asia Home,1,159,"Soy Candle (RBTC, 2oz, BAL)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,1,,159,,
,SO 01314,1/31/2025 10:00,"Soy Candle (RBTC, 2oz, CTL)",Styles Asia Home,1,159,"Soy Candle (RBTC, 2oz, CTL)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,1,,159,,
,SO 01314,1/31/2025 10:00,"Soy Candle (RBTC, 2oz, EUC)",Styles Asia Home,1,159,"Soy Candle (RBTC, 2oz, EUC)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,1,,159,,
,SO 01313,2/28/2025 13:00,0373045-9,Magic Narvacan,1,"4,200.00","0373045-9
flat prints",Quadro - Wall Art,,Inventory Audit,,Fully Invoiced,sale,1,,"4,200.00",,
,SO 01312,2/28/2025 13:00,W21450-2,Magic San Carlos,1,239,"W21450-2
Laminated - Fishes",Quadro - Wall Art,,Inventory Audit,,Fully Invoiced,sale,1,,239,,
,SO 01312,2/28/2025 13:00,W21603-2,Magic San Carlos,1,159,"W21603-2
Prints - Leaf",Quadro - Wall Art,,Inventory Audit,,Fully Invoiced,sale,1,,159,,
,SO 01304,2/28/2025 17:00,1224029-1,RDS Spatio,1,999,"1224029-1
Vase",Quadro - Table Décor,1,MPC Prep Staff,,Fully Invoiced,sale,1,,999,,harmonynhomes vase 12x12x26cm
,SO 01304,2/28/2025 17:00,09376-119,RDS Spatio,3,699,"09376-119
Cylinder (Brown)",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,3,,"2,097.00",09376-119,harmony n homes vase cylinder brn 8x18cm
,SO 01304,2/28/2025 17:00,924056-2,RDS Spatio,1,"1,799.00","924056-2
2Piece Geometric Accent Tray",Quadro - Others,2.15,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,799.00",,harmonynhomes wooden tray 2pc9240562
,SO 01304,2/28/2025 17:00,1124021-3,RDS Spatio,1,"4,999.00","1124021-3
3Pieces Table Organizer Rack",Quadro - Table Décor,5.8,MPC Prep Staff,,Fully Invoiced,sale,1,,"4,999.00",,harmonynhomes organizer 3pcs11240213
,SO 01304,2/28/2025 17:00,924039-1,RDS Spatio,1,"1,299.00","924039-1
3Piece Wooden Tray",Quadro - Others,0.65,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,299.00",,harmonynhomes pine tray 3pcs9240391
,SO 01304,2/28/2025 17:00,1224024-1,RDS Spatio,1,599,"1224024-1
Vase",Quadro - Table Décor,0.45,MPC Prep Staff,,Fully Invoiced,sale,1,,599,,harmonynhomes vase 13x5x19cm
,SO 01302,2/28/2025 17:00,824007-5,RDS Ermita,1,"2,499.00","824007-5
Standing Mirror",Quadro - Mirror,4.55,MPC Prep Staff,,Fully Invoiced,sale,1,,"2,499.00",,
,SO 01302,2/28/2025 17:00,M21051-10,RDS Ermita,1,"3,999.00","M21051-10
Mirror - Fritzia",Quadro - Mirror,,MPC Prep Staff,,Fully Invoiced,sale,1,,"3,999.00",M21051-10,
,SO 01302,2/28/2025 17:00,09186-1-701,RDS Ermita,1,799.75,"09186-1-701
Cylinder Colored Vase",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,799.75,09186-1-701,
,SO 01302,2/28/2025 17:00,1224045-1,RDS Ermita,1,399,"1224045-1
Decorative Vase white",Quadro - Table Décor,0.35,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01302,2/28/2025 17:00,924065-1,RDS Ermita,2,179,"924065-1
Glass Jar",Quadro - Others,0.45,MPC Prep Staff,,Fully Invoiced,sale,2,,358,,
,SO 01302,2/28/2025 17:00,M1703-19,RDS Ermita,1,"6,999.75","M1703-19
Mirror (white)",Quadro - Mirror,11.65,MPC Prep Staff,,Fully Invoiced,sale,1,,"6,999.75",M1703-19,
,SO 01302,2/28/2025 17:00,924069-1,RDS Ermita,1,99,"924069-1
Glass Jar",Quadro - Others,0.25,MPC Prep Staff,,Fully Invoiced,sale,1,,99,,
,SO 01302,2/28/2025 17:00,1224064-1,RDS Ermita,1,299,"1224064-1
Decorative Vase grey",Quadro - Table Décor,0.25,MPC Prep Staff,,Fully Invoiced,sale,1,,299,,
,SO 01302,2/28/2025 17:00,924068-1,RDS Ermita,1,149,"924068-1
Glass Jar",Quadro - Others,0.4,MPC Prep Staff,,Fully Invoiced,sale,1,,149,,
,SO 01302,2/28/2025 17:00,"Wsol (20ml, LAV, AG)",RDS Ermita,2,119,"Wsol (20ml, LAV, AG)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,2,,238,,
,SO 01302,2/28/2025 17:00,"Rmspy (TSAP, 250ml, EUC)",RDS Ermita,1,399,"Rmspy (TSAP, 250ml, EUC)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01302,2/28/2025 17:00,"Wsol (50ml, SOL, AP)",RDS Ermita,2,179,"Wsol (50ml, SOL, AP)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,2,,358,,
,SO 01302,2/28/2025 17:00,"Wsol (20ml, LEM, AG)",RDS Ermita,1,119,"Wsol (20ml, LEM, AG)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,119,,
,SO 01302,2/28/2025 17:00,"Rmspy (TSAP, 250ml, LEM)",RDS Ermita,1,399,"Rmspy (TSAP, 250ml, LEM)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01302,2/28/2025 17:00,"Soy Candle (RBTC, 2oz, FBA)",RDS Ermita,1,189,"Soy Candle (RBTC, 2oz, FBA)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,189,,
,SO 01302,2/28/2025 17:00,"Reed Diff (RG, 140ml, EUC)",RDS Ermita,1,689,"Reed Diff (RG, 140ml, EUC)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,689,,
,SO 01302,2/28/2025 17:00,"Soy Candle (RBTC, 2oz, CTL)",RDS Ermita,1,189,"Soy Candle (RBTC, 2oz, CTL)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,189,,
,SO 01302,2/28/2025 17:00,"Soy Candle (CGJL, 4oz, SOL)",RDS Ermita,2,289,"Soy Candle (CGJL, 4oz, SOL)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,2,,578,,
,SO 01302,2/28/2025 17:00,"Wsol (50ml, EUC, AP)",RDS Ermita,1,179,"Wsol (50ml, EUC, AP)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,179,,
,SO 01302,2/28/2025 17:00,"Rmspy (TSAP, 250ml, PEP)",RDS Ermita,2,399,"Rmspy (TSAP, 250ml, PEP)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,2,,798,,
,SO 01302,2/28/2025 17:00,"Wsol (20ml, PEP, AG)",RDS Ermita,2,119,"Wsol (20ml, PEP, AG)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,2,,238,,
,SO 01302,2/28/2025 17:00,"Wsol (50ml, PEP, AP)",RDS Ermita,1,179,"Wsol (50ml, PEP, AP)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,179,,
,SO 01302,2/28/2025 17:00,"Wsol (20ml, EUC, AG)",RDS Ermita,4,119,"Wsol (20ml, EUC, AG)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,4,,476,,
,SO 01302,2/28/2025 17:00,"Rmspy (TSAP, 250ml, LAV)",RDS Ermita,1,399,"Rmspy (TSAP, 250ml, LAV)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01302,2/28/2025 17:00,"Wsol (50ml, WCO, AP)",RDS Ermita,1,179,"Wsol (50ml, WCO, AP)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,179,,
,SO 01302,2/28/2025 17:00,"Wsol (20ml, FBA, AG)",RDS Ermita,2,119,"Wsol (20ml, FBA, AG)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,2,,238,,
,SO 01302,2/28/2025 17:00,"Wsol (20ml, CTL, AG)",RDS Ermita,4,119,"Wsol (20ml, CTL, AG)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,4,,476,,
,SO 01303,2/28/2025 17:00,924066-1,RDS Alabang,1,179,"924066-1
Glass Jar",Quadro - Others,0.5,MPC Prep Staff,,Fully Invoiced,sale,1,,179,,
,SO 01303,2/28/2025 17:00,824007-5,RDS Alabang,1,"2,499.00","824007-5
Standing Mirror",Quadro - Mirror,4.55,MPC Prep Staff,,Fully Invoiced,sale,1,,"2,499.00",,
,SO 01303,2/28/2025 17:00,1123090-1,RDS Alabang,1,599,"1123090-1
Diamond Shaped Jar W/ Lid - Clear L",Quadro - Table Décor,0.8,MPC Prep Staff,,Fully Invoiced,sale,1,,599,,
,SO 01303,2/28/2025 17:00,1224062-1,RDS Alabang,1,279,"1224062-1
Decorative Vase grey",Quadro - Table Décor,0.4,MPC Prep Staff,,Fully Invoiced,sale,1,,279,,
,SO 01303,2/28/2025 17:00,1223002-1,RDS Alabang,1,329,"1223002-1
 Vase Black",Quadro - Table Décor,0.5,MPC Prep Staff,,Fully Invoiced,sale,1,,329,,
,SO 01303,2/28/2025 17:00,1123092-1,RDS Alabang,1,499,"1123092-1
Diamond Shaped Jar W/ Lid - Pink M",Quadro - Table Décor,0.55,MPC Prep Staff,,Fully Invoiced,sale,1,,499,,
,SO 01303,2/28/2025 17:00,"Wsol (50ml, PEP, AP)",RDS Alabang,1,179,"Wsol (50ml, PEP, AP)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,179,,
,SO 01303,2/28/2025 17:00,"Wsol (20ml, FBA, AG)",RDS Alabang,3,119,"Wsol (20ml, FBA, AG)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,3,,357,,
,SO 01303,2/28/2025 17:00,"Wsol (50ml, EUC, AP)",RDS Alabang,1,179,"Wsol (50ml, EUC, AP)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,179,,
,SO 01303,2/28/2025 17:00,"Wsol (20ml, EUC, AG)",RDS Alabang,1,119,"Wsol (20ml, EUC, AG)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,119,,
,SO 01303,2/28/2025 17:00,"Rmspy (TSAP, 250ml, EUC)",RDS Alabang,1,399,"Rmspy (TSAP, 250ml, EUC)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01279,1/31/2025 17:00,1223007-1,Rustan's FS Floret Makati,1,329,"1223007-1
 Vase Gray",Quadro - Table Décor,0.45,Inventory Audit,,Fully Invoiced,sale,1,,329,,
,SO 01278,1/31/2025 17:00,1222004-1,Rustan's FS Floret Makati,3,399.75,"1222004-1
Ceramic Vase Black
",Quadro - Table Décor,,Inventory Audit,,Fully Invoiced,sale,3,,"1,199.25",,
,SO 01278,1/31/2025 17:00,624020-1,Rustan's FS Floret Makati,17,69.75,"624020-1
Moss",Quadro - Artificial Plants & Flowers,50g,Inventory Audit,,Fully Invoiced,sale,17,,"1,185.75",,
,SO 01277,1/31/2025 17:00,1223020-1,Rustan's FS Shangrila,1,329,"1223020-1
 Vase Gray",Quadro - Table Décor,0.5,Inventory Audit,,Fully Invoiced,sale,1,,329,,
,SO 01276,1/31/2025 17:00,1222004-1,Rustan's FS Floret Rockwell,19,399.75,"1222004-1
Ceramic Vase Black
",Quadro - Table Décor,,Inventory Audit,,Fully Invoiced,sale,19,,"7,595.25",,
,SO 01276,1/31/2025 17:00,624020-1,Rustan's FS Floret Rockwell,39,69.75,"624020-1
Moss",Quadro - Artificial Plants & Flowers,50g,Inventory Audit,,Fully Invoiced,sale,39,,"2,720.25",,
,SO 01275,1/31/2025 17:00,1222005-1,Rustan's FS Cebu,1,399.75,"1222005-1
Ceramic Vase White
",Quadro - Table Décor,,Inventory Audit,,Fully Invoiced,sale,1,,399.75,,
,SO 01275,1/31/2025 17:00,624020-1,Rustan's FS Cebu,23,69.75,"624020-1
Moss",Quadro - Artificial Plants & Flowers,50g,Inventory Audit,,Fully Invoiced,sale,23,,"1,604.25",,
,SO 01275,1/31/2025 17:00,F20003-5,Rustan's FS Cebu,1,799.75,"F20003-5
vine hanging leaves",Floral,,Inventory Audit,,Fully Invoiced,sale,1,,799.75,,
,SO 01274,1/31/2025 17:00,1223007-1,Rustan's FS Alabang Town Center,1,329,"1223007-1
 Vase Gray",Quadro - Table Décor,0.45,Inventory Audit,,Fully Invoiced,sale,1,,329,,
,SO 01274,1/31/2025 17:00,624015-2,Rustan's FS Alabang Town Center,3,299.75,"624015-2
Hanging Lycopersicon Minimus Leaves",Floral,,Inventory Audit,,Fully Invoiced,sale,3,,899.25,,
,SO 01274,1/31/2025 17:00,624016-4,Rustan's FS Alabang Town Center,3,399.75,"624016-4
Fern Leaves",Floral,,Inventory Audit,,Fully Invoiced,sale,3,,"1,199.25",,
,SO 01274,1/31/2025 17:00,624017-3,Rustan's FS Alabang Town Center,8,279.75,"624017-3
Fern Leaves",Floral,,Inventory Audit,,Fully Invoiced,sale,8,,"2,238.00",,
,SO 01274,1/31/2025 17:00,1223031-1,Rustan's FS Alabang Town Center,2,279,"1223031-1
Vase",Quadro - Table Décor,0.65,Inventory Audit,,Fully Invoiced,sale,2,,558,,
,SO 01273,1/27/2025 14:00,1123113-1B,Rustan's DS Shangrila,1,"1,850.00","1123113-1B
Black Chien Balloon Dog",Quadro - Table Décor,0.5,Inventory Audit,,Fully Invoiced,sale,1,,"1,850.00",,
,SO 01272,1/24/2025 14:00,924068-1,Rustan's DS Shangrila,1,145,"924068-1
Glass Jar",Quadro - Others,0.4,Inventory Audit,,Fully Invoiced,sale,1,,145,,
,SO 01271,1/23/2025 14:00,1123109-1B,Rustan's DS Shangrila,1,"2,050.00","1123109-1B
Black English Bulldog",Quadro - Table Décor,0.8,Inventory Audit,,Fully Invoiced,sale,1,,"2,050.00",,
,SO 01270,1/22/2025 14:00,1123113-1B,Rustan's DS Shangrila,1,"1,850.00","1123113-1B
Black Chien Balloon Dog",Quadro - Table Décor,0.5,Inventory Audit,,Fully Invoiced,sale,1,,"1,850.00",,
,SO 01269,1/20/2025 14:00,924067-1,Rustan's DS Shangrila,1,145,"924067-1
Glass Jar",Quadro - Others,0.35,Inventory Audit,,Fully Invoiced,sale,1,,145,,
,SO 01269,1/20/2025 14:00,924068-1,Rustan's DS Shangrila,1,145,"924068-1
Glass Jar",Quadro - Others,0.4,Inventory Audit,,Fully Invoiced,sale,1,,145,,
,SO 01269,1/20/2025 14:00,924069-1,Rustan's DS Shangrila,1,110,"924069-1
Glass Jar",Quadro - Others,0.25,Inventory Audit,,Fully Invoiced,sale,1,,110,,
,SO 01268,1/15/2025 14:00,1123046-1,Rustan's DS Shangrila,1,"1,250.00","1123046-1
3Piece European Gold Kandelaars",Quadro - Table Décor,0.45,Inventory Audit,,Fully Invoiced,sale,1,,"1,250.00",,harmony n homes candle holder 3pc1123046
,SO 01267,1/11/2025 14:00,924076-1,Rustan's DS Shangrila,1,395,"924076-1
Medium Storage Glass Jar",Quadro - Others,0.6,Inventory Audit,,Fully Invoiced,sale,1,,395,,
,SO 01266,1/10/2025 14:00,1123143-1,Rustan's DS Shangrila,1,"5,050.00","1123143-1
Elephant Copper Natural Mineral Stone",Quadro - Table Décor,2.7,Inventory Audit,,Fully Invoiced,sale,1,,"5,050.00",,
,SO 01265,1/4/2025 14:00,1224027-1,Rustan's DS Shangrila,2,995,"1224027-1
Vase",Quadro - Table Décor,0.75,Inventory Audit,,Fully Invoiced,sale,2,,"1,990.00",,
,SO 01264,1/3/2025 14:00,924068-1,Rustan's DS Shangrila,2,145,"924068-1
Glass Jar",Quadro - Others,0.4,Inventory Audit,,Fully Invoiced,sale,2,,290,,
,SO 01264,1/3/2025 14:00,924075-1,Rustan's DS Shangrila,1,695,"924075-1
Large Storage Glass Jar",Quadro - Others,1.1,Inventory Audit,,Fully Invoiced,sale,1,,695,,
,SO 01264,1/3/2025 14:00,924076-1,Rustan's DS Shangrila,1,395,"924076-1
Medium Storage Glass Jar",Quadro - Others,0.6,Inventory Audit,,Fully Invoiced,sale,1,,395,,
,SO 01264,1/3/2025 14:00,924077-1,Rustan's DS Shangrila,1,295,"924077-1
Small Storage Glass Jar",Quadro - Others,0.45,Inventory Audit,,Fully Invoiced,sale,1,,295,,
,SO 01263,1/2/2025 14:00,1123145-1,Rustan's DS Shangrila,1,"5,050.00","1123145-1
Fish Copper Natural Mineral Stone",Quadro - Table Décor,2.6,Inventory Audit,,Fully Invoiced,sale,1,,"5,050.00",,
,SO 01262,1/29/2025 14:00,T18151-1,Rustan's DS Makati,1,"1,450.00","T18151-1
31Cm Round Dome Vase",Quadro - Table Décor,,Inventory Audit,,Fully Invoiced,sale,1,,"1,450.00",T18151-1,
,SO 01262,1/29/2025 14:00,1124032-1,Rustan's DS Makati,1,"2,450.00","1124032-1
Green Leaf",Quadro - Table Décor,1.65,Inventory Audit,,Fully Invoiced,sale,1,,"2,450.00",,
,SO 01261,1/25/2025 14:00,924068-1,Rustan's DS Makati,1,145,"924068-1
Glass Jar",Quadro - Others,0.4,Inventory Audit,,Fully Invoiced,sale,1,,145,,
,SO 01260,1/19/2025 14:00,923004-1,Rustan's DS Makati,1,575,"923004-1
3 Piece Glossy White Plain Bath Set ",Quadro - Others,0.8,Inventory Audit,,Fully Invoiced,sale,1,,575,,
,SO 01259,1/12/2025 14:00,924067-1,Rustan's DS Makati,1,145,"924067-1
Glass Jar",Quadro - Others,0.35,Inventory Audit,,Fully Invoiced,sale,1,,145,,
,SO 01259,1/12/2025 14:00,924068-1,Rustan's DS Makati,1,145,"924068-1
Glass Jar",Quadro - Others,0.4,Inventory Audit,,Fully Invoiced,sale,1,,145,,
,SO 01259,1/12/2025 14:00,924075-1,Rustan's DS Makati,2,695,"924075-1
Large Storage Glass Jar",Quadro - Others,1.1,Inventory Audit,,Fully Invoiced,sale,2,,"1,390.00",,
,SO 01258,1/10/2025 14:00,424101-1,Rustan's DS Makati,4,245,"424101-1
Santa Claus Mug",Christmas,,Inventory Audit,,Fully Invoiced,sale,4,,980,,
,SO 01257,1/7/2025 14:00,1124031-2,Rustan's DS Makati,2,"2,450.00","1124031-2
Green Leaf",Quadro - Table Décor,1.35,Inventory Audit,,Fully Invoiced,sale,2,,"4,900.00",,
,SO 01256,1/6/2025 14:00,924075-1,Rustan's DS Makati,1,695,"924075-1
Large Storage Glass Jar",Quadro - Others,1.1,Inventory Audit,,Fully Invoiced,sale,1,,695,,
,SO 01255,1/2/2025 14:00,424101-1,Rustan's DS Makati,2,245,"424101-1
Santa Claus Mug",Christmas,,Inventory Audit,,Fully Invoiced,sale,2,,490,,
,SO 01254,1/29/2025 14:00,924047-2,Rustan's DS Ayala-Alabang,1,"1,775.00","924047-2
2Piece Geometric Accent Tray",Quadro - Others,2.15,Inventory Audit,,Fully Invoiced,sale,1,,"1,775.00",,harmonynhomes wooden tray 2pc9240472
,SO 01254,1/29/2025 14:00,T19148-1,Rustan's DS Ayala-Alabang,1,"6,050.00","T19148-1
Blue Crystal Copper Marble - Little Deer",Quadro - Table Décor,3.2,Inventory Audit,,Fully Invoiced,sale,1,,"6,050.00",,
,SO 01253,1/28/2025 14:00,1124031-2,Rustan's DS Ayala-Alabang,1,"2,450.00","1124031-2
Green Leaf",Quadro - Table Décor,1.35,Inventory Audit,,Fully Invoiced,sale,1,,"2,450.00",,
,SO 01253,1/28/2025 14:00,1124032-1,Rustan's DS Ayala-Alabang,1,"2,450.00","1124032-1
Green Leaf",Quadro - Table Décor,1.65,Inventory Audit,,Fully Invoiced,sale,1,,"2,450.00",,
,SO 01253,1/28/2025 14:00,1124033-2,Rustan's DS Ayala-Alabang,1,"2,450.00","1124033-2
Green Leaf",Quadro - Table Décor,1.55,Inventory Audit,,Fully Invoiced,sale,1,,"2,450.00",,
,SO 01252,1/26/2025 13:00,1123113-1B,Rustan's DS Ayala-Alabang,1,"1,850.00","1123113-1B
Black Chien Balloon Dog",Quadro - Table Décor,0.5,Inventory Audit,,Fully Invoiced,sale,1,,"1,850.00",,
,SO 01251,1/24/2025 13:00,924047-2,Rustan's DS Ayala-Alabang,1,"1,775.00","924047-2
2Piece Geometric Accent Tray",Quadro - Others,2.15,Inventory Audit,,Fully Invoiced,sale,1,,"1,775.00",,harmonynhomes wooden tray 2pc9240472
,SO 01250,1/21/2025 13:00,1123137-1,Rustan's DS Ayala-Alabang,1,"7,050.00","1123137-1
Bird Copper Agate Marble",Quadro - Table Décor,2.1,Inventory Audit,,Fully Invoiced,sale,1,,"7,050.00",,
,SO 01249,1/18/2025 13:00,924047-2,Rustan's DS Ayala-Alabang,1,"1,775.00","924047-2
2Piece Geometric Accent Tray",Quadro - Others,2.15,Inventory Audit,,Fully Invoiced,sale,1,,"1,775.00",,harmonynhomes wooden tray 2pc9240472
,SO 01248,1/16/2025 13:00,924013-3,Rustan's DS Ayala-Alabang,1,"2,975.00","924013-3
2Piece Agate Accent Tray",Quadro - Others,1.9,Inventory Audit,,Fully Invoiced,sale,1,,"2,975.00",,
,SO 01247,1/15/2025 13:00,1224027-1,Rustan's DS Ayala-Alabang,1,995,"1224027-1
Vase",Quadro - Table Décor,0.75,Inventory Audit,,Fully Invoiced,sale,1,,995,,
,SO 01246,1/10/2025 13:00,924046-2,Rustan's DS Ayala-Alabang,1,"1,775.00","924046-2
2Piece Geometric Accent Tray",Quadro - Others,2.15,Inventory Audit,,Fully Invoiced,sale,1,,"1,775.00",,harmonynhomes wooden tray 2pc9240462
,SO 01245,1/9/2025 13:00,924067-1,Rustan's DS Ayala-Alabang,1,145,"924067-1
Glass Jar",Quadro - Others,0.35,Inventory Audit,,Fully Invoiced,sale,1,,145,,
,SO 01245,1/9/2025 13:00,924068-1,Rustan's DS Ayala-Alabang,1,145,"924068-1
Glass Jar",Quadro - Others,0.4,Inventory Audit,,Fully Invoiced,sale,1,,145,,
,SO 01244,1/5/2025 13:00,924067-1,Rustan's DS Ayala-Alabang,6,145,"924067-1
Glass Jar",Quadro - Others,0.35,Inventory Audit,,Fully Invoiced,sale,6,,870,,
,SO 01237,1/31/2025 14:00,1123120-1B,HD Ortigas,1,"1,999.00","1123120-1B
Black French Bulldog",Quadro - Table Décor,0.5,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,999.00",,
,SO 01237,1/31/2025 14:00,RM300,HD Ortigas,4,405,"RM300
flower",Quadro - Wall Art,,MPC Prep Staff,,Fully Invoiced,sale,4,,"1,620.00",RM300,
,SO 01237,1/31/2025 14:00,1324039-4,HD Ortigas,1,"2,000.00","1324039-4
Assorted Wall arts",Quadro - Wall Art,3.2,MPC Prep Staff,,Fully Invoiced,sale,1,,"2,000.00",,
,SO 01237,1/31/2025 14:00,M1704-19,HD Ortigas,2,"6,999.75","M1704-19
Mirror",Quadro - Mirror,11.75,MPC Prep Staff,,Fully Invoiced,sale,2,,"13,999.50",,
,SO 01237,1/31/2025 14:00,923013-2,HD Ortigas,1,"1,799.00","923013-2
2Piece Wooden Fruit Tray",Quadro - Others,1.05,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,799.00",,
,SO 01237,1/31/2025 14:00,T21152-1,HD Ortigas,1,199.75,"T21152-1
Td - Ceramic Buddha Vase Silver",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,199.75,T21152-1,
,SO 01237,1/31/2025 14:00,T21127-1,HD Ortigas,1,150,"T21127-1
Td - Ceramic Bunny Vase White",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,150,T21127-1,
,SO 01237,1/31/2025 14:00,W1974-5,HD Ortigas,1,995,"W1974-5
Textured Prints - Scenery, Flowers & Vases etc.",Quadro - Wall Art,,MPC Prep Staff,,Fully Invoiced,sale,1,,995,W1974-5,
,SO 01237,1/31/2025 14:00,1223029-1,HD Ortigas,2,279,"1223029-1
Vase",Quadro - Table Décor,0.55,MPC Prep Staff,,Fully Invoiced,sale,2,,558,,
,SO 01237,1/31/2025 14:00,1223032-1,HD Ortigas,1,279,"1223032-1
Vase",Quadro - Table Décor,0.65,MPC Prep Staff,,Fully Invoiced,sale,1,,279,,
,SO 01237,1/31/2025 14:00,1223034-1,HD Ortigas,2,279,"1223034-1
Vase",Quadro - Table Décor,0.65,MPC Prep Staff,,Fully Invoiced,sale,2,,558,,
,SO 01237,1/31/2025 14:00,1224045-1,HD Ortigas,1,399,"1224045-1
Decorative Vase white",Quadro - Table Décor,0.35,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01237,1/31/2025 14:00,1224047-1,HD Ortigas,1,399,"1224047-1
Decorative Vase brown",Quadro - Table Décor,0.35,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01237,1/31/2025 14:00,14187-1-404,HD Ortigas,2,150,"14187-1-404
Grass Stick",Floral,,MPC Prep Staff,,Fully Invoiced,sale,2,,300,,
,SO 01237,1/31/2025 14:00,F1613-17WP,HD Ortigas,1,"1,999.75","F1613-17WP
Palm Tree W/ Black Pot",Floral,,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,999.75",,
,SO 01237,1/31/2025 14:00,824007-5,HD Ortigas,1,"2,499.00","824007-5
Standing Mirror",Quadro - Mirror,4.55,MPC Prep Staff,,Fully Invoiced,sale,1,,"2,499.00",,
,SO 01237,1/31/2025 14:00,M1769-12,HD Ortigas,1,"3,000.00","M1769-12
Mirror  Aloeha (Brown",Quadro - Mirror,,MPC Prep Staff,,Fully Invoiced,sale,1,,"3,000.00",M1769-12,
